camera_dep,camera_ent,day,dep_cam_part_dep,dep_cam_part_ent,dep_frame_dep,dep_frame_ent,ent_cam_part_dep,ent_cam_part_ent,ent_frame_dep,ent_frame_ent,hour,id_dep,id_ent,t_delta,track_dep,track_ent,track_len_dep,track_len_ent,transit
2.0,3.0,4.0,2_2,3_0,3100.0,3185.0,2_0,3_8,2936.0,3104.0,13.0,4_13_2_134,4_13_3_91,0.9166666666666665,134.0,91.0,144.0,82.0,4.0
2.0,3.0,7.0,2_2,3_0,3563.0,3641.0,2_0,3_8,3378.0,3567.0,9.0,7_9_2_48,7_9_3_52,0.9166666666666665,48.0,52.0,125.0,75.0,4.0
2.0,3.0,7.0,2_2,3_0,4052.0,4151.0,2_0,3_8,3875.0,4056.0,13.0,7_13_2_146,7_13_3_58,0.9166666666666665,146.0,58.0,178.0,96.0,4.0
2.0,3.0,18.0,2_2,3_0,4750.0,4811.0,2_0,3_8,4523.0,4754.0,9.0,18_9_2_28,18_9_3_48,0.9166666666666665,28.0,48.0,179.0,58.0,4.0
13.0,12.0,9.0,13_5,12_0,4318.0,4507.0,13_1,12_2,4294.0,4326.0,19.0,9_19_13_66,9_19_12_84,0.916666666666667,66.0,84.0,25.0,173.0,8.0
13.0,12.0,7.0,13_5,12_0,5439.0,5555.0,13_0,12_2,5382.0,5447.0,15.0,7_15_13_66,7_15_12_144,0.916666666666667,66.0,144.0,55.0,100.0,8.0
4.0,3.0,2.0,4_8,3_2,4925.0,5075.0,4_6,3_8,4851.0,4930.0,13.0,2_13_4_188,2_13_3_219,0.9285714285714288,188.0,219.0,75.0,146.0,5.0
4.0,3.0,9.0,4_8,3_0,5296.0,5374.0,4_8,3_8,5113.0,5301.0,13.0,9_13_4_193,9_13_3_242,0.9285714285714288,193.0,242.0,184.0,74.0,5.0
14.0,13.0,18.0,14_8,13_0,4726.0,4826.0,14_1,13_4,4692.0,4737.0,9.0,18_9_14_36,18_9_13_52,0.9629629629629637,36.0,52.0,35.0,90.0,11.0
14.0,13.0,9.0,14_8,13_3,2569.0,2608.0,14_1,13_4,2532.0,2580.0,11.0,9_11_14_21,9_11_13_44,0.9629629629629637,21.0,44.0,38.0,29.0,11.0
14.0,13.0,2.0,14_8,13_3,3065.0,3210.0,14_1,13_1,3036.0,3077.0,13.0,2_13_14_98,2_13_13_173,0.9714285714285715,98.0,173.0,30.0,109.0,12.0
2.0,4.0,7.0,2_5,4_6,731.0,882.0,2_0,4_7,531.0,733.0,13.0,7_13_2_28,7_13_4_39,0.9729729729729728,28.0,39.0,162.0,119.0,2.0
2.0,4.0,4.0,2_5,4_6,2415.0,2530.0,2_0,4_7,2301.0,2417.0,13.0,4_13_2_100,4_13_4_154,0.9729729729729728,100.0,154.0,111.0,53.0,2.0
2.0,4.0,4.0,2_5,4_6,299.0,485.0,2_0,4_7,166.0,301.0,13.0,4_13_2_9,4_13_4_21,0.9729729729729728,9.0,21.0,134.0,134.0,2.0
2.0,4.0,9.0,2_5,4_6,4684.0,4790.0,2_0,4_7,4498.0,4686.0,11.0,9_11_2_76,9_11_4_131,0.9729729729729728,76.0,131.0,149.0,104.0,2.0
2.0,4.0,10.0,2_5,4_6,3412.0,3526.0,2_0,4_7,3339.0,3414.0,13.0,10_13_2_133,10_13_4_147,0.9729729729729728,133.0,147.0,72.0,102.0,2.0
2.0,4.0,10.0,2_5,4_6,5663.0,5756.0,2_0,4_7,5598.0,5665.0,15.0,10_15_2_43,10_15_4_157,0.9729729729729728,43.0,157.0,66.0,63.0,2.0
2.0,4.0,11.0,2_5,4_6,3137.0,3360.0,2_0,4_7,2916.0,3139.0,13.0,11_13_2_99,11_13_4_182,0.9729729729729728,99.0,182.0,187.0,173.0,2.0
2.0,4.0,11.0,2_5,4_6,3346.0,3376.0,2_0,4_7,3217.0,3348.0,13.0,11_13_2_111,11_13_4_204,0.9729729729729728,111.0,204.0,129.0,29.0,2.0
2.0,4.0,20.0,2_5,4_6,2176.0,2264.0,2_0,4_7,2061.0,2178.0,13.0,20_13_2_60,20_13_4_131,0.9729729729729728,60.0,131.0,113.0,86.0,2.0
2.0,4.0,20.0,2_5,4_6,4449.0,4500.0,2_5,4_7,4146.0,4451.0,11.0,20_11_2_117,20_11_4_144,0.9729729729729728,117.0,144.0,274.0,50.0,2.0
2.0,4.0,13.0,2_5,4_5,4539.0,4678.0,2_0,4_7,4442.0,4541.0,13.0,13_13_2_139,13_13_4_183,0.9729729729729728,139.0,183.0,98.0,137.0,2.0
2.0,4.0,6.0,2_5,4_6,5242.0,5360.0,2_0,4_7,5143.0,5246.0,17.0,6_17_2_76,6_17_4_89,1.0270270270270272,76.0,89.0,100.0,97.0,4.0
2.0,4.0,20.0,2_5,4_6,1235.0,1341.0,2_0,4_7,1184.0,1239.0,15.0,20_15_2_19,20_15_4_36,1.0270270270270272,19.0,36.0,52.0,101.0,4.0
2.0,4.0,20.0,2_5,4_6,2536.0,2693.0,2_0,4_7,2473.0,2540.0,11.0,20_11_2_73,20_11_4_100,1.0270270270270272,73.0,100.0,61.0,121.0,4.0
2.0,4.0,11.0,2_5,4_6,2504.0,2574.0,2_0,4_7,2372.0,2508.0,11.0,11_11_2_55,11_11_4_61,1.0270270270270272,55.0,61.0,133.0,66.0,4.0
2.0,4.0,11.0,2_5,4_6,4273.0,4394.0,2_0,4_7,4061.0,4277.0,13.0,11_13_2_144,11_13_4_290,1.0270270270270272,144.0,290.0,194.0,118.0,4.0
2.0,4.0,2.0,2_5,4_6,490.0,561.0,2_0,4_7,360.0,494.0,13.0,2_13_2_13,2_13_4_19,1.0270270270270272,13.0,19.0,103.0,68.0,4.0
2.0,4.0,20.0,2_5,4_6,453.0,508.0,2_0,4_7,330.0,457.0,9.0,20_9_2_3,20_9_4_9,1.0270270270270272,3.0,9.0,124.0,52.0,4.0
14.0,13.0,11.0,14_8,13_4,722.0,808.0,14_1,13_1,687.0,736.0,15.0,11_15_14_6,11_15_13_27,1.0285714285714285,6.0,27.0,36.0,65.0,14.0
14.0,13.0,6.0,14_8,13_0,1901.0,1997.0,14_1,13_4,1868.0,1914.0,15.0,6_15_14_55,6_15_13_79,1.0370370370370363,55.0,79.0,34.0,84.0,13.0
14.0,13.0,13.0,14_8,13_4,1672.0,1806.0,14_1,13_4,1636.0,1685.0,13.0,13_13_14_133,13_13_13_165,1.0370370370370363,133.0,165.0,37.0,109.0,13.0
14.0,13.0,4.0,14_8,13_0,3896.0,4034.0,14_1,13_4,3862.0,3909.0,9.0,4_9_14_34,4_9_13_43,1.0370370370370363,34.0,43.0,34.0,108.0,13.0
4.0,3.0,20.0,4_8,3_0,4450.0,4598.0,4_8,3_8,4347.0,4453.0,9.0,20_9_4_75,20_9_3_38,1.0714285714285712,75.0,38.0,101.0,100.0,3.0
4.0,3.0,3.0,4_8,3_0,1558.0,1595.0,4_7,3_8,1502.0,1561.0,11.0,3_11_4_34,3_11_3_56,1.0714285714285712,34.0,56.0,57.0,35.0,3.0
4.0,3.0,9.0,4_8,3_0,2182.0,2288.0,4_7,3_8,2109.0,2185.0,9.0,9_9_4_62,9_9_3_53,1.0714285714285712,62.0,53.0,74.0,104.0,3.0
4.0,3.0,20.0,4_8,3_0,4453.0,4589.0,4_5,3_8,3880.0,4456.0,9.0,20_9_4_62,20_9_3_39,1.0714285714285712,62.0,39.0,574.0,134.0,3.0
4.0,3.0,3.0,4_8,3_0,2298.0,2360.0,4_8,3_8,2061.0,2301.0,11.0,3_11_4_67,3_11_3_117,1.0714285714285712,67.0,117.0,212.0,60.0,3.0
2.0,3.0,18.0,2_2,3_0,4386.0,4427.0,2_0,3_8,4245.0,4388.0,17.0,18_17_2_94,18_17_3_131,1.0833333333333335,94.0,131.0,136.0,40.0,2.0
2.0,3.0,3.0,2_2,3_0,5064.0,5103.0,2_0,3_8,4902.0,5066.0,13.0,3_13_2_151,3_13_3_154,1.0833333333333335,151.0,154.0,138.0,38.0,2.0
2.0,3.0,12.0,2_2,3_0,4482.0,4520.0,2_0,3_8,4311.0,4484.0,11.0,12_11_2_72,12_11_3_82,1.0833333333333335,72.0,82.0,172.0,37.0,2.0
14.0,12.0,20.0,14_8,12_0,151.0,286.0,14_6,12_1,11.0,155.0,9.0,20_9_14_6,20_9_12_8,1.0909090909090908,6.0,8.0,141.0,132.0,4.0
7.0,6.0,2.0,7_8,6_0,3175.0,3244.0,7_0,6_5,3133.0,3179.0,9.0,2_9_7_42,2_9_6_39,1.115384615384615,42.0,39.0,43.0,58.0,4.0
7.0,6.0,13.0,7_8,6_0,3652.0,3696.0,7_6,6_5,3572.0,3656.0,13.0,13_13_7_177,13_13_6_158,1.115384615384615,177.0,158.0,73.0,41.0,4.0
4.0,2.0,18.0,4_5,2_2,1352.0,1412.0,4_6,2_4,1275.0,1354.0,13.0,18_13_4_60,18_13_2_37,1.1153846153846154,60.0,37.0,78.0,59.0,2.0
4.0,2.0,11.0,4_5,2_2,1450.0,1704.0,4_6,2_4,1252.0,1452.0,13.0,11_13_4_48,11_13_2_21,1.1153846153846154,48.0,21.0,196.0,242.0,2.0
14.0,12.0,12.0,14_5,12_0,2880.0,3013.0,14_6,12_1,2808.0,2884.0,11.0,12_11_14_36,12_11_12_69,1.125,36.0,69.0,51.0,130.0,4.0
12.0,13.0,16.0,12_2,13_4,4659.0,4707.0,12_0,13_4,4500.0,4672.0,17.0,16_17_12_30,16_17_13_86,1.1428571428571423,30.0,86.0,160.0,36.0,13.0
12.0,13.0,15.0,12_2,13_0,3268.0,3353.0,12_0,13_4,3123.0,3281.0,13.0,15_13_12_91,15_13_13_97,1.1428571428571423,91.0,97.0,133.0,73.0,13.0
5.0,6.0,5.0,5_2,6_3,5264.0,5327.0,5_7,6_8,5216.0,5266.0,17.0,5_17_5_68,5_17_6_83,1.1538461538461537,68.0,83.0,48.0,62.0,2.0
5.0,6.0,20.0,5_2,6_3,2580.0,2611.0,5_7,6_8,2556.0,2582.0,13.0,20_13_5_85,20_13_6_73,1.1538461538461537,85.0,73.0,25.0,30.0,2.0
13.0,14.0,20.0,13_5,14_8,2574.0,2640.0,13_0,14_8,2500.0,2579.0,11.0,20_11_13_71,20_11_14_52,1.1578947368421053,71.0,52.0,75.0,62.0,5.0
13.0,14.0,10.0,13_5,14_1,2280.0,2308.0,13_3,14_8,2248.0,2285.0,13.0,10_13_13_101,10_13_14_30,1.1578947368421053,101.0,30.0,33.0,24.0,5.0
6.0,7.0,7.0,6_5,7_6,3726.0,3881.0,6_0,7_7,3689.0,3730.0,13.0,7_13_6_91,7_13_7_88,1.176470588235294,91.0,88.0,38.0,152.0,4.0
9.0,10.0,13.0,9_2,10_0,2397.0,2441.0,9_0,10_8,2272.0,2400.0,13.0,13_13_9_154,13_13_10_214,1.1818181818181819,154.0,214.0,123.0,40.0,3.0
9.0,10.0,14.0,9_2,10_4,4908.0,4964.0,9_0,10_8,4767.0,4911.0,15.0,14_15_9_96,14_15_10_158,1.1818181818181819,96.0,158.0,142.0,54.0,3.0
9.0,10.0,13.0,9_2,10_1,847.0,902.0,9_0,10_8,798.0,850.0,13.0,13_13_9_47,13_13_10_63,1.1818181818181819,47.0,63.0,50.0,53.0,3.0
2.0,4.0,3.0,2_5,4_6,5167.0,5288.0,2_0,4_4,5076.0,5171.0,11.0,3_11_2_154,3_11_4_150,1.1923076923076925,154.0,150.0,92.0,95.0,4.0
3.0,4.0,18.0,3_5,4_8,1461.0,1510.0,3_3,4_8,1430.0,1467.0,13.0,18_13_3_40,18_13_4_77,1.193548387096774,40.0,77.0,32.0,44.0,6.0
2.0,4.0,11.0,2_8,4_6,3853.0,4060.0,2_0,4_4,3686.0,3854.0,13.0,11_13_2_123,11_13_4_244,1.2000000000000002,123.0,244.0,145.0,179.0,1.0
2.0,4.0,10.0,2_8,4_6,4824.0,5057.0,2_0,4_4,4742.0,4825.0,13.0,10_13_2_182,10_13_4_221,1.2000000000000002,182.0,221.0,77.0,172.0,1.0
2.0,4.0,10.0,2_8,4_6,4834.0,5056.0,2_0,4_4,4793.0,4835.0,13.0,10_13_2_192,10_13_4_227,1.2000000000000002,192.0,227.0,37.0,203.0,1.0
4.0,2.0,20.0,4_5,2_0,4117.0,4229.0,4_6,2_1,3976.0,4122.0,13.0,20_13_4_177,20_13_2_111,1.236842105263158,177.0,111.0,142.0,108.0,5.0
4.0,2.0,14.0,4_5,2_5,1696.0,1874.0,4_6,2_1,1596.0,1701.0,13.0,14_13_4_76,14_13_2_83,1.236842105263158,76.0,83.0,101.0,171.0,5.0
4.0,2.0,13.0,4_5,2_0,3392.0,3425.0,4_6,2_1,3274.0,3397.0,13.0,13_13_4_115,13_13_2_81,1.236842105263158,115.0,81.0,118.0,29.0,5.0
4.0,2.0,20.0,4_5,2_0,4074.0,4147.0,4_6,2_1,3976.0,4079.0,13.0,20_13_4_178,20_13_2_106,1.236842105263158,178.0,106.0,99.0,66.0,5.0
4.0,2.0,9.0,4_5,2_0,4218.0,4331.0,4_6,2_1,4116.0,4223.0,13.0,9_13_4_142,9_13_2_120,1.236842105263158,142.0,120.0,103.0,107.0,5.0
4.0,2.0,10.0,4_5,2_0,3672.0,3842.0,4_6,2_1,3521.0,3677.0,13.0,10_13_4_153,10_13_2_146,1.236842105263158,153.0,146.0,124.0,146.0,5.0
4.0,2.0,3.0,4_5,2_0,753.0,871.0,4_6,2_1,651.0,758.0,19.0,3_19_4_19,3_19_2_17,1.236842105263158,19.0,17.0,100.0,110.0,5.0
12.0,13.0,9.0,12_2,13_0,1177.0,1279.0,12_7,13_5,1109.0,1180.0,19.0,9_19_12_43,9_19_13_36,1.2571428571428571,43.0,36.0,63.0,99.0,3.0
12.0,13.0,12.0,12_2,13_1,4959.0,5033.0,12_0,13_5,4830.0,4962.0,9.0,12_9_12_148,12_9_13_157,1.2571428571428571,148.0,157.0,108.0,72.0,3.0
12.0,13.0,15.0,12_2,13_1,4008.0,4077.0,12_7,13_5,3975.0,4011.0,11.0,15_11_12_84,15_11_13_76,1.2571428571428571,84.0,76.0,34.0,67.0,3.0
13.0,12.0,15.0,13_8,12_0,2750.0,2823.0,13_1,12_1,2725.0,2752.0,15.0,15_15_13_68,15_15_12_30,1.2666666666666666,68.0,30.0,26.0,69.0,2.0
14.0,13.0,9.0,14_8,13_1,1508.0,1560.0,14_1,13_8,1460.0,1514.0,13.0,9_13_14_16,9_13_13_36,1.2727272727272725,16.0,36.0,49.0,47.0,6.0
2.0,3.0,3.0,2_2,3_0,4669.0,4702.0,2_0,3_5,4586.0,4675.0,15.0,3_15_2_53,3_15_3_314,1.2727272727272725,53.0,314.0,82.0,28.0,6.0
14.0,13.0,16.0,14_8,13_1,3654.0,3734.0,14_1,13_8,3616.0,3660.0,15.0,16_15_14_10,16_15_13_25,1.2727272727272725,10.0,25.0,36.0,70.0,6.0
2.0,3.0,4.0,2_2,3_0,315.0,414.0,2_0,3_5,270.0,321.0,13.0,4_13_2_24,4_13_3_6,1.2727272727272725,24.0,6.0,45.0,94.0,6.0
4.0,3.0,12.0,4_8,3_0,1726.0,1765.0,4_6,3_4,1693.0,1739.0,15.0,12_15_4_43,12_15_3_16,1.2799999999999994,43.0,16.0,34.0,27.0,13.0
4.0,3.0,12.0,4_8,3_0,1712.0,1776.0,4_6,3_4,1645.0,1725.0,15.0,12_15_4_40,12_15_3_13,1.2799999999999994,40.0,13.0,68.0,50.0,13.0
2.0,3.0,11.0,2_2,3_0,4816.0,5327.0,2_0,3_4,4688.0,4834.0,15.0,11_15_2_74,11_15_3_151,1.3000000000000007,74.0,151.0,122.0,420.0,18.0
7.0,6.0,20.0,7_8,6_0,218.0,290.0,7_0,6_8,177.0,223.0,17.0,20_17_7_9,20_17_6_3,1.3076923076923075,9.0,3.0,42.0,65.0,5.0
7.0,6.0,20.0,7_8,6_0,4533.0,4706.0,7_1,6_8,4502.0,4538.0,15.0,20_15_7_144,20_15_6_163,1.3076923076923075,144.0,163.0,32.0,167.0,5.0
7.0,6.0,7.0,7_8,6_0,3930.0,3999.0,7_1,6_8,3898.0,3935.0,13.0,7_13_7_93,7_13_6_109,1.3076923076923075,93.0,109.0,33.0,59.0,5.0
7.0,6.0,9.0,7_8,6_1,5458.0,5506.0,7_7,6_8,5417.0,5463.0,15.0,9_15_7_196,9_15_6_144,1.3076923076923075,196.0,144.0,42.0,44.0,5.0
14.0,13.0,16.0,14_8,13_1,3668.0,3740.0,14_1,13_5,3620.0,3671.0,15.0,16_15_14_11,16_15_13_28,1.333333333333333,11.0,28.0,47.0,70.0,3.0
14.0,13.0,16.0,14_8,13_3,5922.0,5972.0,14_1,13_5,5885.0,5925.0,15.0,16_15_14_46,16_15_13_36,1.333333333333333,46.0,36.0,38.0,46.0,3.0
6.0,5.0,12.0,6_5,5_7,2674.0,2703.0,6_0,5_2,2603.0,2676.0,19.0,12_19_6_26,12_19_5_33,1.3333333333333335,26.0,33.0,72.0,28.0,2.0
4.0,2.0,20.0,4_2,2_0,1385.0,1568.0,4_6,2_4,1299.0,1387.0,13.0,20_13_4_83,20_13_2_37,1.3333333333333335,83.0,37.0,87.0,178.0,2.0
5.0,6.0,9.0,5_2,6_0,4738.0,4805.0,5_7,6_4,4713.0,4751.0,9.0,9_9_5_38,9_9_6_57,1.333333333333334,38.0,57.0,26.0,55.0,13.0
5.0,6.0,2.0,5_2,6_0,2839.0,2934.0,5_8,6_4,2754.0,2852.0,15.0,2_15_5_69,2_15_6_107,1.333333333333334,69.0,107.0,78.0,75.0,13.0
5.0,6.0,20.0,5_2,6_0,3601.0,3682.0,5_7,6_4,3566.0,3614.0,11.0,20_11_5_78,20_11_6_153,1.333333333333334,78.0,153.0,36.0,69.0,13.0
4.0,2.0,13.0,4_8,2_0,5856.0,5948.0,4_2,2_1,5688.0,5859.0,9.0,13_9_4_100,13_9_2_133,1.3529411764705879,100.0,133.0,169.0,90.0,3.0
4.0,2.0,7.0,4_8,2_0,1868.0,2044.0,4_6,2_1,1740.0,1871.0,13.0,7_13_4_86,7_13_2_88,1.3529411764705879,86.0,88.0,129.0,148.0,3.0
4.0,2.0,13.0,4_8,2_0,2698.0,2793.0,4_6,2_1,2639.0,2701.0,13.0,13_13_4_91,13_13_2_57,1.3529411764705879,91.0,57.0,60.0,78.0,3.0
4.0,2.0,13.0,4_8,2_0,3206.0,3311.0,4_6,2_1,3152.0,3209.0,13.0,13_13_4_110,13_13_2_67,1.3529411764705879,110.0,67.0,54.0,103.0,3.0
5.0,6.0,1.0,5_1,6_0,2995.0,3061.0,5_7,6_8,2961.0,2999.0,13.0,1_13_5_103,1_13_6_133,1.3636363636363638,103.0,133.0,35.0,63.0,4.0
5.0,6.0,7.0,5_1,6_0,4809.0,4863.0,5_7,6_8,4777.0,4813.0,9.0,7_9_5_92,7_9_6_80,1.3636363636363638,92.0,80.0,33.0,51.0,4.0
5.0,6.0,4.0,5_1,6_3,3442.0,3489.0,5_7,6_8,3416.0,3446.0,15.0,4_15_5_70,4_15_6_95,1.3636363636363638,70.0,95.0,27.0,44.0,4.0
5.0,6.0,6.0,5_1,6_0,2164.0,2528.0,5_7,6_8,2122.0,2168.0,15.0,6_15_5_36,6_15_6_83,1.3636363636363638,36.0,83.0,43.0,361.0,4.0
12.0,13.0,14.0,12_2,13_0,4140.0,4181.0,12_7,13_8,4102.0,4145.0,13.0,14_13_12_106,14_13_13_131,1.3703703703703702,106.0,131.0,37.0,37.0,5.0
12.0,13.0,16.0,12_2,13_3,4652.0,4711.0,12_2,13_8,4350.0,4657.0,17.0,16_17_12_20,16_17_13_80,1.3703703703703702,20.0,80.0,275.0,55.0,5.0
12.0,13.0,19.0,12_2,13_5,2428.0,2631.0,12_0,13_8,2244.0,2433.0,17.0,19_17_12_161,19_17_13_125,1.3703703703703702,161.0,125.0,144.0,132.0,5.0
12.0,13.0,13.0,12_2,13_4,1207.0,1350.0,12_7,13_8,1169.0,1212.0,13.0,13_13_12_153,13_13_13_95,1.3703703703703702,153.0,95.0,39.0,130.0,5.0
12.0,13.0,9.0,12_2,13_0,1183.0,1286.0,12_7,13_8,1146.0,1188.0,19.0,9_19_12_46,9_19_13_38,1.3703703703703702,46.0,38.0,38.0,99.0,5.0
3.0,2.0,4.0,3_5,2_0,5558.0,5623.0,3_0,2_2,5489.0,5564.0,13.0,4_13_3_172,4_13_2_244,1.375,172.0,244.0,70.0,53.0,6.0
3.0,2.0,4.0,3_5,2_0,5545.0,5583.0,3_0,2_2,5466.0,5551.0,13.0,4_13_3_169,4_13_2_240,1.375,169.0,240.0,80.0,33.0,6.0
9.0,10.0,4.0,9_2,10_4,4092.0,4246.0,9_0,10_1,3954.0,4108.0,17.0,4_17_9_67,4_17_10_96,1.375,67.0,96.0,108.0,114.0,16.0
6.0,7.0,20.0,6_8,7_1,4684.0,4718.0,6_0,7_8,4624.0,4689.0,9.0,20_9_6_53,20_9_7_98,1.4,53.0,98.0,61.0,30.0,5.0
6.0,7.0,5.0,6_8,7_1,4161.0,4208.0,6_0,7_8,4102.0,4166.0,11.0,5_11_6_62,5_11_7_94,1.4,62.0,94.0,60.0,43.0,5.0
6.0,5.0,2.0,6_8,5_7,3593.0,3617.0,6_3,5_1,3537.0,3594.0,9.0,2_9_6_44,2_9_5_43,1.4,44.0,43.0,57.0,24.0,1.0
6.0,5.0,13.0,6_8,5_7,1860.0,1905.0,6_0,5_1,1789.0,1861.0,13.0,13_13_6_74,13_13_5_49,1.4,74.0,49.0,72.0,44.0,1.0
6.0,5.0,14.0,6_8,5_7,2015.0,2040.0,6_3,5_1,1962.0,2016.0,19.0,14_19_6_8,14_19_5_4,1.4,8.0,4.0,54.0,25.0,1.0
6.0,7.0,5.0,6_8,7_1,1204.0,1282.0,6_0,7_8,1125.0,1209.0,15.0,5_15_6_38,5_15_7_31,1.4,38.0,31.0,80.0,46.0,5.0
10.0,9.0,20.0,10_5,9_0,1748.0,1921.0,10_0,9_2,1648.0,1753.0,11.0,20_11_10_48,20_11_9_12,1.422222222222222,48.0,12.0,101.0,168.0,5.0
10.0,9.0,1.0,10_5,9_0,5411.0,5551.0,10_1,9_2,5377.0,5416.0,15.0,1_15_10_94,1_15_9_72,1.422222222222222,94.0,72.0,35.0,136.0,5.0
13.0,12.0,5.0,13_8,12_7,315.0,350.0,13_0,12_2,228.0,320.0,9.0,5_9_13_3,5_9_12_12,1.4444444444444446,3.0,12.0,73.0,31.0,5.0
13.0,12.0,19.0,13_8,12_0,5234.0,5314.0,13_0,12_2,5139.0,5239.0,17.0,19_17_13_212,19_17_12_299,1.4444444444444446,212.0,299.0,96.0,73.0,5.0
13.0,12.0,15.0,13_8,12_0,2781.0,2897.0,13_3,12_2,2749.0,2786.0,15.0,15_15_13_69,15_15_12_33,1.4444444444444446,69.0,33.0,33.0,109.0,5.0
13.0,12.0,1.0,13_8,12_7,2371.0,2408.0,13_1,12_2,2327.0,2376.0,13.0,1_13_13_54,1_13_12_33,1.4444444444444446,54.0,33.0,45.0,33.0,5.0
7.0,5.0,9.0,7_5,5_0,3653.0,3739.0,7_6,5_1,3478.0,3654.0,11.0,9_11_7_76,9_11_5_56,1.4545454545454546,76.0,56.0,174.0,86.0,1.0
12.0,13.0,11.0,12_5,13_0,5605.0,5898.0,12_7,13_5,5576.0,5615.0,11.0,11_11_12_125,11_11_13_116,1.454545454545455,125.0,116.0,30.0,282.0,10.0
12.0,13.0,6.0,12_5,13_1,929.0,1046.0,12_7,13_5,898.0,939.0,19.0,6_19_12_43,6_19_13_43,1.454545454545455,43.0,43.0,32.0,108.0,10.0
12.0,13.0,10.0,12_5,13_1,5207.0,5283.0,12_7,13_5,5184.0,5217.0,13.0,10_13_12_107,10_13_13_195,1.454545454545455,107.0,195.0,24.0,67.0,10.0
6.0,7.0,2.0,6_5,7_1,1477.0,1512.0,6_0,7_8,1412.0,1478.0,15.0,2_15_6_49,2_15_7_47,1.473684210526316,49.0,47.0,66.0,35.0,1.0
6.0,7.0,12.0,6_5,7_6,5548.0,5777.0,6_3,7_8,5499.0,5549.0,11.0,12_11_6_134,12_11_7_95,1.473684210526316,134.0,95.0,50.0,201.0,1.0
6.0,7.0,3.0,6_5,7_1,3418.0,3452.0,6_0,7_8,3369.0,3419.0,15.0,3_15_6_74,3_15_7_59,1.473684210526316,74.0,59.0,50.0,34.0,1.0
6.0,7.0,1.0,6_5,7_1,4252.0,4287.0,6_3,7_8,4199.0,4253.0,11.0,1_11_6_113,1_11_7_66,1.473684210526316,113.0,66.0,54.0,35.0,1.0
7.0,6.0,7.0,7_8,6_3,2407.0,2453.0,7_0,6_4,2369.0,2417.0,11.0,7_11_7_59,7_11_6_73,1.4871794871794872,59.0,73.0,39.0,37.0,10.0
7.0,6.0,3.0,7_8,6_3,1047.0,1089.0,7_6,6_4,914.0,1057.0,17.0,3_17_7_10,3_17_6_25,1.4871794871794872,10.0,25.0,128.0,33.0,10.0
7.0,6.0,4.0,7_8,6_3,5282.0,5318.0,7_6,6_4,5214.0,5292.0,17.0,4_17_7_191,4_17_6_91,1.4871794871794872,191.0,91.0,56.0,27.0,10.0
7.0,6.0,3.0,7_8,6_0,932.0,1122.0,7_1,6_4,899.0,942.0,17.0,3_17_7_7,3_17_6_19,1.4871794871794872,7.0,19.0,34.0,181.0,10.0
7.0,6.0,9.0,7_8,6_0,2205.0,2317.0,7_6,6_4,1931.0,2215.0,15.0,9_15_7_39,9_15_6_40,1.4871794871794872,39.0,40.0,245.0,103.0,10.0
7.0,6.0,5.0,7_8,6_0,1945.0,2017.0,7_1,6_4,1911.0,1958.0,13.0,5_13_7_61,5_13_6_59,1.5128205128205128,61.0,59.0,35.0,60.0,13.0
7.0,6.0,4.0,7_8,6_0,1031.0,1111.0,7_1,6_4,998.0,1044.0,15.0,4_15_7_24,4_15_6_28,1.5128205128205128,24.0,28.0,34.0,68.0,13.0
7.0,6.0,12.0,7_8,6_3,1429.0,1501.0,7_1,6_4,1390.0,1442.0,19.0,12_19_7_7,12_19_6_16,1.5128205128205128,7.0,16.0,40.0,60.0,13.0
9.0,10.0,20.0,9_1,10_4,1454.0,1865.0,9_0,10_5,1373.0,1461.0,15.0,20_15_9_21,20_15_10_52,1.5384615384615383,21.0,52.0,82.0,381.0,7.0
9.0,10.0,7.0,9_1,10_1,1517.0,1560.0,9_0,10_5,1327.0,1524.0,15.0,7_15_9_12,7_15_10_33,1.5384615384615383,12.0,33.0,191.0,37.0,7.0
12.0,13.0,1.0,12_5,13_8,2495.0,2713.0,12_7,13_5,2472.0,2502.0,13.0,1_13_12_49,1_13_13_62,1.545454545454545,49.0,62.0,24.0,212.0,7.0
12.0,13.0,12.0,12_5,13_1,1224.0,1354.0,12_0,13_5,1035.0,1231.0,11.0,12_11_12_19,12_11_13_24,1.545454545454545,19.0,24.0,189.0,124.0,7.0
13.0,12.0,15.0,13_8,12_0,2864.0,3067.0,13_3,12_2,2807.0,2866.0,15.0,15_15_13_74,15_15_12_38,1.5555555555555554,74.0,38.0,58.0,175.0,2.0
13.0,12.0,6.0,13_8,12_5,483.0,927.0,13_4,12_2,67.0,485.0,19.0,6_19_13_2,6_19_12_34,1.5555555555555554,2.0,34.0,417.0,443.0,2.0
13.0,12.0,4.0,13_8,12_4,4868.0,4896.0,13_1,12_2,4829.0,4870.0,11.0,4_11_13_182,4_11_12_135,1.5555555555555554,182.0,135.0,40.0,26.0,2.0
13.0,12.0,2.0,13_8,12_7,4434.0,4461.0,13_4,12_2,4291.0,4436.0,13.0,2_13_13_232,2_13_12_132,1.5555555555555554,232.0,132.0,127.0,26.0,2.0
13.0,12.0,2.0,13_8,12_7,5022.0,5097.0,13_0,12_2,4967.0,5024.0,11.0,2_11_13_119,2_11_12_102,1.5555555555555554,119.0,102.0,56.0,74.0,2.0
