dep_id,dep_frame,dep_cam_part,ent_id,ent_frame,ent_cam_part,transit
10_9_7_3,264,7_5,10_9_5_8,266,5_1,2
10_9_7_7,322,7_8,10_9_6_8,331,6_4,9
10_9_7_28,2517,7_8,10_9_6_20,2522,6_5,5
10_9_7_46,3996,7_8,10_9_6_38,4012,6_1,16
10_9_7_68,5822,7_8,10_9_6_61,5832,6_5,10
10_9_9_50,4364,9_8,10_9_11_17,4366,11_4,2
11_11_11_8,2900,11_7,11_11_10_43,2901,10_5,1
11_11_12_89,4043,12_1,11_11_2_100,4092,2_1,49
11_11_12_140,5779,12_1,11_11_13_132,5805,13_1,26
11_11_14_1,109,14_8,11_11_13_5,116,13_1,7
11_11_2_55,2504,2_5,11_11_4_60,2508,4_4,4
11_11_2_73,3192,2_5,11_11_4_75,3195,4_7,3
11_11_2_82,3501,2_5,11_11_4_82,3508,4_7,7
11_11_2_84,3505,2_5,11_11_4_83,3510,4_4,5
11_11_4_1,27,4_8,11_11_3_2,35,3_5,8
11_11_4_7,379,4_5,11_11_2_9,380,2_1,1
11_11_4_8,461,4_8,11_11_2_13,465,2_1,4
11_11_4_101,4198,4_5,11_11_2_104,4199,2_1,1
11_11_4_104,4641,4_5,11_11_2_114,4646,2_1,5
11_11_4_109,4814,4_8,11_11_2_122,4816,2_4,2
11_11_4_115,4997,4_5,11_11_2_132,5001,2_1,4
11_11_6_2,272,6_5,11_11_7_1,274,7_8,2
11_11_6_6,418,6_8,11_11_7_6,421,7_8,3
11_11_6_8,611,6_5,11_11_7_13,614,7_7,3
11_11_6_12,1791,6_8,11_11_7_25,1795,7_8,4
11_13_10_3,258,10_5,11_13_9_3,268,9_1,10
11_13_10_57,2089,10_5,11_13_9_8,2091,9_1,2
11_13_12_64,4220,12_1,11_13_13_130,4222,13_5,2
11_13_12_81,4871,12_4,11_13_13_142,4881,13_4,10
11_13_13_58,2540,13_0,11_13_3_57,2542,3_0,2
11_13_14_60,4868,14_5,11_13_13_142,4881,13_4,13
11_13_2_99,3137,2_5,11_13_4_182,3139,4_7,2
11_13_2_111,3346,2_5,11_13_4_204,3348,4_7,2
11_13_2_119,3359,2_5,11_13_4_207,3360,4_7,1
11_13_2_123,3853,2_8,11_13_4_244,3854,4_4,1
11_13_2_143,4275,2_5,11_13_4_290,4277,4_7,2
11_13_2_144,4273,2_5,11_13_4_291,4278,4_7,5
11_13_2_172,5190,2_8,11_13_4_336,5191,4_4,1
11_13_3_117,5761,3_5,11_13_4_365,5765,4_8,4
11_13_4_42,1449,4_8,11_13_2_21,1452,2_4,3
11_13_4_48,1450,4_5,11_13_2_21,1452,2_4,2
11_13_4_60,1490,4_5,11_13_15_23,1498,15_6,8
11_13_4_76,1817,4_5,11_13_2_48,1819,2_1,2
11_13_4_135,2788,4_5,11_13_2_86,2791,2_1,3
11_13_4_232,3822,4_5,11_13_2_127,3825,2_1,3
11_13_4_328,5118,4_8,11_13_3_110,5131,3_1,13
11_13_4_330,5241,4_5,11_13_2_180,5243,2_1,2
11_13_5_4,201,5_1,11_13_6_7,213,6_4,12
11_13_5_24,1534,5_5,11_13_7_46,1539,7_7,5
11_13_5_27,1670,5_8,11_13_7_77,1698,7_6,28
11_13_5_47,2007,5_2,11_13_7_101,2015,7_7,8
11_13_5_93,3265,5_1,11_13_6_87,3269,6_8,4
11_13_7_3,195,7_5,11_13_6_7,213,6_4,18
11_13_7_20,696,7_8,11_13_5_16,697,5_1,1
11_13_7_87,2014,7_8,11_13_6_54,2033,6_4,19
11_15_12_20,714,12_2,11_15_13_20,717,13_5,3
11_15_12_170,4157,12_2,11_15_13_119,4160,13_4,3
11_15_14_4,715,14_8,11_15_13_20,717,13_5,2
11_15_14_6,722,14_8,11_15_13_26,729,13_5,7
11_15_14_7,719,14_8,11_15_13_27,736,13_1,17
11_15_14_47,2551,14_8,11_15_12_116,2564,12_1,13
11_15_2_74,4816,2_2,11_15_3_151,4834,3_4,18
11_15_3_3,197,3_8,11_15_2_2,203,2_2,6
11_15_3_81,2693,3_5,11_15_4_30,2698,4_8,5
11_15_3_101,3394,3_5,11_15_4_37,3401,4_8,7
11_15_3_107,4226,3_8,11_15_4_41,4231,4_8,5
11_15_3_131,4531,3_5,11_15_4_51,4536,4_8,5
11_15_4_5,279,4_8,11_15_2_5,283,2_1,4
11_15_4_34,3160,4_8,11_15_3_99,3163,3_5,3
11_15_4_53,4865,4_5,11_15_2_81,4867,2_1,2
11_15_5_8,650,5_2,11_15_6_14,651,6_5,1
11_15_5_23,989,5_2,11_15_6_22,991,6_5,2
11_15_5_56,2419,5_2,11_15_9_45,2465,9_2,46
11_15_6_35,1580,6_8,11_15_5_31,1585,5_1,5
11_15_6_74,2588,6_8,11_15_5_62,2590,5_1,2
11_15_6_88,3837,6_5,11_15_7_57,3838,7_7,1
11_15_7_8,646,7_8,11_15_6_14,651,6_5,5
11_15_7_11,712,7_5,11_15_5_13,714,5_4,2
11_17_10_33,1322,10_5,11_17_11_4,1327,11_7,5
11_17_10_155,3950,10_5,11_17_9_62,3954,9_1,4
11_17_12_5,773,12_2,11_17_13_11,778,13_8,5
11_17_12_8,1512,12_2,11_17_13_28,1516,13_8,4
11_17_12_16,1153,12_5,11_17_13_18,1178,13_1,25
11_17_13_80,2605,13_8,11_17_12_52,2609,12_2,4
11_17_13_91,3730,13_0,11_17_2_53,3741,2_4,11
11_17_13_170,5672,13_8,11_17_14_50,5673,14_5,1
11_17_14_4,769,14_8,11_17_13_11,778,13_8,9
11_17_14_11,1156,14_8,11_17_13_18,1178,13_1,22
11_17_14_13,1451,14_8,11_17_13_24,1469,13_1,18
11_17_14_14,1476,14_8,11_17_13_26,1484,13_8,8
11_17_3_12,173,3_8,11_17_2_4,177,2_2,4
11_17_3_71,3718,3_5,11_17_2_53,3741,2_4,23
11_17_4_14,527,4_8,11_17_3_19,542,3_4,15
11_17_4_60,2010,4_5,11_17_2_23,2019,2_1,9
11_17_4_64,2345,4_8,11_17_2_25,2351,2_1,6
11_17_4_69,3044,4_2,11_17_2_40,3048,2_4,4
11_17_4_79,3736,4_2,11_17_2_53,3741,2_4,5
11_17_4_102,4697,4_2,11_17_2_81,4704,2_4,7
11_17_4_119,5346,4_5,11_17_2_98,5352,2_1,6
11_17_5_1,51,5_1,11_17_6_10,53,6_8,2
11_17_5_33,1572,5_2,11_17_6_49,1575,6_5,3
11_17_6_56,2260,6_5,11_17_7_57,2262,7_8,2
11_17_7_16,350,7_8,11_17_6_21,361,6_1,11
11_17_7_65,2515,7_8,11_17_6_63,2524,6_1,9
11_17_9_16,1383,9_5,11_17_11_12,1426,11_8,43
11_17_9_30,1714,9_2,11_17_10_50,1726,10_1,12
11_19_3_146,3421,3_5,11_19_5_24,3454,5_2,33
11_19_3_198,4472,3_3,11_19_13_168,4492,13_0,20
11_9_13_49,3958,13_8,11_9_12_50,3967,12_1,9
11_9_2_21,2218,2_5,11_9_4_24,2219,4_7,1
11_9_3_21,2897,3_5,11_9_4_33,2903,4_8,6
11_9_3_48,4397,3_2,11_9_2_66,4422,2_2,25
11_9_4_9,1700,4_5,11_9_2_9,1702,2_4,2
11_9_4_34,3381,4_5,11_9_2_48,3383,2_1,2
11_9_4_43,4480,4_5,11_9_2_75,4483,2_8,3
11_9_6_10,1642,6_8,11_9_7_10,1648,7_4,6
11_9_9_45,2719,9_2,11_9_10_35,2721,10_8,2
12_11_10_8,743,10_1,12_11_6_21,779,6_0,36
12_11_10_9,756,10_1,12_11_6_22,795,6_0,39
12_11_10_35,2102,10_5,12_11_9_38,2105,9_2,3
12_11_10_64,2753,10_0,12_11_5_37,2756,5_1,3
12_11_12_76,3124,12_2,12_11_13_78,3125,13_8,1
12_11_13_4,170,13_8,12_11_12_8,172,12_2,2
12_11_13_66,2987,13_8,12_11_12_73,2993,12_1,6
12_11_13_130,5629,13_8,12_11_6_140,5638,6_8,9
12_11_13_152,5873,13_3,12_11_12_210,5879,12_1,6
12_11_13_167,5942,13_5,12_11_3_193,5960,3_8,18
12_11_13_172,5947,13_2,12_11_12_227,5970,12_4,23
12_11_14_54,4357,14_8,12_11_13_95,4370,13_1,13
12_11_14_73,5457,14_5,12_11_13_127,5477,13_8,20
12_11_2_1,120,2_8,12_11_4_5,121,4_4,1
12_11_2_19,1140,2_5,12_11_4_19,1142,4_7,2
12_11_2_37,2304,2_5,12_11_4_32,2305,4_4,1
12_11_2_50,3071,2_8,12_11_4_41,3072,4_4,1
12_11_2_56,4141,2_5,12_11_4_65,4143,4_7,2
12_11_2_82,5663,2_5,12_11_3_159,5679,3_4,16
12_11_2_84,5863,2_5,12_11_3_181,5889,3_4,26
12_11_2_103,5958,2_1,12_11_3_193,5960,3_8,2
12_11_3_181,5922,3_0,12_11_12_224,5960,12_2,38
12_11_4_28,2309,4_5,12_11_2_42,2312,2_1,3
12_11_4_81,5284,4_5,12_11_2_77,5286,2_1,2
12_11_5_11,1319,5_2,12_11_6_35,1320,6_8,1
12_11_5_19,2115,5_5,12_11_7_26,2117,7_7,2
12_11_5_40,2874,5_2,12_11_6_66,2883,6_4,9
12_11_5_43,3687,5_2,12_11_6_73,3697,6_4,10
12_11_5_69,5160,5_2,12_11_6_118,5163,6_8,3
12_11_5_70,5273,5_8,12_11_6_123,5308,6_4,35
12_11_6_18,735,6_0,12_11_10_10,772,10_0,37
12_11_6_20,750,6_0,12_11_10_11,790,10_1,40
12_11_6_22,828,6_8,12_11_7_9,832,7_7,4
12_11_6_40,1857,6_5,12_11_5_17,1862,5_2,5
12_11_6_45,2119,6_5,12_11_5_22,2121,5_2,2
12_11_6_52,2643,6_8,12_11_5_30,2644,5_1,1
12_11_6_99,4618,6_5,12_11_7_76,4621,7_8,3
12_11_7_57,3686,7_8,12_11_6_73,3697,6_4,11
12_11_7_86,5297,7_8,12_11_6_123,5308,6_4,11
12_11_9_26,1792,9_2,12_11_10_32,1797,10_5,5
12_13_10_63,1151,10_5,12_13_11_10,1155,11_6,4
12_13_10_88,2817,10_5,12_13_11_15,2819,11_7,2
12_13_13_19,171,13_0,12_13_2_7,172,2_1,1
12_13_13_79,2658,13_8,12_13_12_52,2661,12_1,3
12_13_14_46,2961,14_8,12_13_3_81,2965,3_0,4
12_13_14_69,5052,14_8,12_13_3_114,5090,3_0,38
12_13_2_162,4968,2_2,12_13_4_330,5012,4_8,44
12_13_4_120,2142,4_8,12_13_3_60,2157,3_4,15
12_13_4_143,2562,4_5,12_13_2_107,2581,2_1,19
12_13_4_155,2628,4_5,12_13_2_111,2633,2_1,5
12_13_4_175,3021,4_5,12_13_2_114,3027,2_1,6
12_13_4_201,3579,4_5,12_13_2_141,3583,2_1,4
12_13_4_211,3581,4_2,12_13_2_143,3589,2_4,8
12_13_4_258,4122,4_8,12_13_2_159,4128,2_1,6
12_13_4_338,5176,4_8,12_13_2_186,5181,2_2,5
12_13_4_341,5259,4_8,12_13_2_191,5267,2_1,8
12_13_4_354,5513,4_5,12_13_2_203,5521,2_1,8
12_13_4_372,5679,4_8,12_13_3_158,5694,3_4,15
12_13_4_375,5759,4_5,12_13_2_212,5760,2_2,1
12_13_5_30,654,5_5,12_13_7_46,670,7_6,16
12_13_5_160,4964,5_1,12_13_10_173,5011,10_1,47
12_13_6_104,3229,6_8,12_13_5_97,3231,5_1,2
12_13_7_16,297,7_7,12_13_6_10,301,6_5,4
12_13_7_129,2841,7_8,12_13_6_87,2853,6_4,12
12_13_7_133,3200,7_4,12_13_5_95,3223,5_7,23
12_13_7_157,3395,7_7,12_13_6_116,3408,6_1,13
12_13_7_214,4412,7_1,12_13_5_147,4457,5_7,45
12_15_10_20,1663,10_5,12_15_9_23,1666,9_2,3
12_15_10_65,3373,10_2,12_15_9_47,3375,9_2,2
12_15_11_1,913,11_7,12_15_10_11,952,10_5,39
12_15_13_47,2821,13_8,12_15_12_31,2827,12_1,6
12_15_14_7,711,14_8,12_15_13_13,720,13_1,9
12_15_14_55,5003,14_8,12_15_13_123,5015,13_4,12
12_15_2_41,4463,2_2,12_15_3_80,4502,3_1,39
12_15_2_49,4967,2_5,12_15_4_108,4968,4_4,1
12_15_4_131,5941,4_8,12_15_3_111,5956,3_1,15
12_15_5_24,1608,5_2,12_15_6_40,1618,6_4,10
12_15_5_31,2561,5_1,12_15_6_74,2567,6_8,6
12_15_7_30,1605,7_8,12_15_6_40,1618,6_4,13
12_15_7_68,3138,7_5,12_15_5_55,3139,5_1,1
12_15_7_105,4722,7_8,12_15_6_156,4736,6_4,14
12_15_9_44,3455,9_2,12_15_10_77,3471,10_1,16
12_17_11_2,757,11_7,12_17_10_21,763,10_5,6
12_17_12_38,1548,12_2,12_17_13_52,1551,13_5,3
12_17_12_40,1704,12_5,12_17_13_56,1726,13_1,22
12_17_13_5,126,13_5,12_17_14_5,129,14_8,3
12_17_13_60,2052,13_8,12_17_12_48,2065,12_4,13
12_17_13_92,2798,13_5,12_17_12_77,2807,12_1,9
12_17_14_1,60,14_8,12_17_3_4,76,3_1,16
12_17_14_24,1703,14_5,12_17_13_56,1726,13_1,23
12_17_14_39,2340,14_8,12_17_13_88,2349,13_1,9
12_17_14_41,2992,14_7,12_17_13_97,3001,13_4,9
12_17_15_20,2873,15_6,12_17_5_51,2878,5_1,5
12_17_3_65,4100,3_5,12_17_4_55,4109,4_7,9
12_17_4_1,311,4_5,12_17_2_9,316,2_1,5
12_17_4_36,3254,4_2,12_17_2_42,3257,2_4,3
12_17_4_56,4626,4_8,12_17_3_75,4636,3_1,10
12_17_5_45,2379,5_2,12_17_6_42,2380,6_8,1
12_17_5_51,2914,5_7,12_17_7_57,2942,7_1,28
12_17_6_17,1954,6_5,12_17_5_39,1962,5_1,8
12_17_7_44,2372,7_5,12_17_6_42,2380,6_8,8
12_17_7_56,2910,7_1,12_17_5_52,2939,5_7,29
12_19_14_1,200,14_2,12_19_12_10,205,12_4,5
12_19_14_5,201,14_8,12_19_12_7,203,12_1,2
12_19_6_26,2674,6_5,12_19_5_34,2679,5_2,5
12_19_9_29,2609,9_2,12_19_10_47,2632,10_1,23
12_19_9_32,2606,9_5,12_19_10_41,2622,10_1,16
12_19_9_35,2607,9_2,12_19_6_28,2610,6_0,3
12_9_10_58,1836,10_2,12_9_11_24,1842,11_7,6
12_9_12_2,412,12_2,12_9_3_9,423,3_0,11
12_9_12_148,4959,12_2,12_9_13_157,4962,13_5,3
12_9_13_40,1392,13_5,12_9_14_52,1395,14_8,3
12_9_13_94,2591,13_5,12_9_14_77,2594,14_7,3
12_9_13_141,4332,13_5,12_9_12_142,4341,12_2,9
12_9_13_146,4834,13_5,12_9_12_150,4840,12_2,6
12_9_13_168,5145,13_5,12_9_12_163,5152,12_1,7
12_9_14_52,1971,14_8,12_9_13_53,1981,13_4,10
12_9_14_85,2859,14_8,12_9_13_109,2870,13_4,11
12_9_14_100,3991,14_8,12_9_13_136,3993,13_5,2
12_9_2_42,1463,2_5,12_9_4_20,1467,4_7,4
12_9_2_93,2537,2_2,12_9_13_94,2557,13_0,20
12_9_2_142,4420,2_2,12_9_3_102,4426,3_5,6
12_9_3_48,2529,3_5,12_9_13_97,2577,13_0,48
12_9_3_49,2515,3_8,12_9_4_48,2516,4_8,1
12_9_3_72,2969,3_8,12_9_2_120,2972,2_1,3
12_9_3_88,3951,3_0,12_9_13_136,3993,13_5,42
12_9_4_30,2013,4_7,12_9_2_79,2023,2_1,10
12_9_4_61,3384,4_8,12_9_2_127,3386,2_1,2
12_9_5_16,1242,5_2,12_9_6_21,1249,6_5,7
12_9_5_29,1770,5_2,12_9_10_58,1791,10_0,21
12_9_5_49,2831,5_2,12_9_6_80,2835,6_5,4
12_9_5_51,3062,5_1,12_9_10_110,3065,10_0,3
12_9_5_78,4072,5_1,12_9_6_122,4074,6_8,2
12_9_6_1,77,6_5,12_9_7_1,80,7_8,3
12_9_6_11,585,6_5,12_9_7_15,587,7_8,2
12_9_6_34,1797,6_8,12_9_7_27,1798,7_7,1
12_9_6_168,5383,6_5,12_9_7_138,5385,7_7,2
12_9_6_193,5782,6_5,12_9_7_148,5784,7_7,2
12_9_7_2,198,7_8,12_9_6_8,206,6_5,8
12_9_7_20,1240,7_8,12_9_6_21,1249,6_5,9
12_9_7_49,2278,7_8,12_9_6_50,2286,6_4,8
12_9_7_74,2824,7_4,12_9_6_80,2835,6_5,11
12_9_9_25,1109,9_2,12_9_10_21,1111,10_8,2
13_11_10_17,1336,10_5,13_11_9_13,1347,9_2,11
13_11_12_62,2090,12_2,13_11_13_59,2117,13_1,27
13_11_13_4,132,13_8,13_11_12_6,139,12_2,7
13_11_13_6,276,13_5,13_11_12_17,284,12_2,8
13_11_13_125,5565,13_5,13_11_12_155,5574,12_2,9
13_11_14_45,2447,14_7,13_11_13_71,2459,13_1,12
13_11_14_68,3437,14_5,13_11_13_89,3457,13_1,20
13_11_4_5,367,4_8,13_11_3_16,376,3_5,9
13_11_4_12,1702,4_5,13_11_2_18,1703,2_4,1
13_11_4_19,1874,4_5,13_11_2_20,1877,2_1,3
13_11_4_23,2241,4_7,13_11_2_22,2243,2_1,2
13_11_4_41,5227,4_8,13_11_3_89,5240,3_1,13
13_11_5_27,751,5_1,13_11_6_11,752,6_8,1
13_11_5_58,3237,5_2,13_11_6_36,3239,6_8,2
13_11_7_5,1250,7_8,13_11_6_14,1254,6_5,4
13_13_10_32,759,10_5,13_13_9_36,761,9_2,2
13_13_10_214,2441,10_0,13_13_5_87,2482,5_4,41
13_13_10_227,2455,10_0,13_13_7_133,2484,7_5,29
13_13_10_282,3355,10_0,13_13_6_149,3402,6_0,47
13_13_10_291,3562,10_5,13_13_11_119,3565,11_7,3
13_13_12_22,448,12_2,13_13_13_58,451,13_8,3
13_13_12_153,1207,12_2,13_13_13_95,1212,13_8,5
13_13_12_279,2217,12_1,13_13_13_223,2228,13_5,11
13_13_12_297,2646,12_2,13_13_13_268,2649,13_8,3
13_13_12_321,2825,12_2,13_13_13_287,2845,13_4,20
13_13_12_341,2855,12_5,13_13_14_241,2861,14_7,6
13_13_12_376,3483,12_2,13_13_13_328,3490,13_8,7
13_13_12_383,3653,12_2,13_13_13_335,3661,13_5,8
13_13_12_389,3744,12_2,13_13_13_337,3750,13_8,6
13_13_12_527,5803,12_4,13_13_13_476,5812,13_8,9
13_13_13_8,104,13_5,13_13_14_13,108,14_7,4
13_13_13_66,706,13_3,13_13_9_26,717,9_1,11
13_13_13_359,4158,13_8,13_13_12_425,4159,12_2,1
13_13_13_376,4349,13_5,13_13_14_294,4352,14_7,3
13_13_13_423,4842,13_8,13_13_14_321,4848,14_8,6
13_13_14_133,1672,14_8,13_13_13_165,1685,13_4,13
13_13_14_217,2642,14_8,13_13_13_269,2658,13_4,16
13_13_15_179,2001,15_3,13_13_3_213,2041,3_8,40
13_13_2_36,1836,2_2,13_13_4_68,1838,4_7,2
13_13_2_90,3753,2_2,13_13_4_137,3755,4_7,2
13_13_2_138,4538,2_2,13_13_4_183,4541,4_7,3
13_13_2_139,4539,2_5,13_13_4_182,4540,4_4,1
13_13_2_212,5945,2_5,13_13_4_248,5948,4_7,3
13_13_3_5,72,3_0,13_13_14_12,103,14_8,31
13_13_3_11,107,3_0,13_13_14_13,108,14_7,1
13_13_3_18,95,3_0,13_13_14_12,103,14_8,8
13_13_3_113,1311,3_5,13_13_4_38,1321,4_8,10
13_13_3_137,1582,3_0,13_13_14_129,1587,14_6,5
13_13_3_146,1611,3_0,13_13_14_132,1620,14_8,9
13_13_3_200,2021,3_8,13_13_2_46,2038,2_1,17
13_13_4_39,1477,4_8,13_13_3_137,1487,3_4,10
13_13_4_57,1584,4_8,13_13_3_160,1615,3_1,31
13_13_4_74,2210,4_5,13_13_2_51,2216,2_1,6
13_13_4_87,2755,4_8,13_13_2_59,2756,2_1,1
13_13_4_91,2698,4_8,13_13_2_57,2701,2_1,3
13_13_4_110,3206,4_8,13_13_2_67,3209,2_1,3
13_13_4_119,3396,4_8,13_13_2_82,3399,2_1,3
13_13_4_127,3470,4_8,13_13_2_88,3513,2_2,43
13_13_4_138,4041,4_8,13_13_2_111,4044,2_1,3
13_13_4_158,4355,4_5,13_13_2_132,4356,2_1,1
13_13_4_167,4325,4_6,13_13_2_129,4347,2_1,22
13_13_4_186,4678,4_8,13_13_2_150,4679,2_2,1
13_13_4_193,4719,4_5,13_13_2_152,4723,2_1,4
13_13_4_199,4811,4_5,13_13_2_163,4815,2_1,4
13_13_4_201,4830,4_5,13_13_2_168,4831,2_1,1
13_13_4_210,5194,4_5,13_13_2_178,5195,2_1,1
13_13_5_15,701,5_2,13_13_6_15,702,6_5,1
13_13_5_17,716,5_2,13_13_6_26,717,6_5,1
13_13_5_24,947,5_2,13_13_10_93,971,10_1,24
13_13_5_25,965,5_2,13_13_6_42,966,6_5,1
13_13_5_105,2902,5_2,13_13_6_141,2912,6_4,10
13_13_5_142,4311,5_5,13_13_7_214,4319,7_7,8
13_13_6_5,303,6_0,13_13_9_13,323,9_2,20
13_13_6_36,1062,6_8,13_13_5_31,1077,5_4,15
13_13_6_73,1850,6_4,13_13_5_49,1861,5_1,11
13_13_6_74,1860,6_8,13_13_7_72,1863,7_8,3
13_13_6_92,1979,6_8,13_13_7_88,1980,7_8,1
13_13_6_106,2160,6_5,13_13_7_113,2168,7_5,8
13_13_6_111,2467,6_5,13_13_5_84,2479,5_4,12
13_13_6_118,2480,6_8,13_13_7_133,2484,7_5,4
13_13_6_135,2649,6_8,13_13_5_102,2650,5_2,1
13_13_6_181,5346,6_3,13_13_5_191,5360,5_1,14
13_13_7_1,105,7_8,13_13_6_2,108,6_8,3
13_13_7_40,939,7_5,13_13_10_93,971,10_1,32
13_13_7_43,960,7_8,13_13_6_42,966,6_5,6
13_13_7_58,1654,7_5,13_13_6_67,1664,6_5,10
13_13_7_60,1653,7_5,13_13_6_68,1669,6_4,16
13_13_7_148,2900,7_8,13_13_6_141,2912,6_4,12
13_13_7_270,5036,7_8,13_13_5_180,5037,5_1,1
13_13_9_8,274,9_1,13_13_10_25,280,10_5,6
13_13_9_20,673,9_1,13_13_10_40,679,10_5,6
13_13_9_47,847,9_2,13_13_12_109,859,12_0,12
13_13_9_81,1793,9_2,13_13_10_158,1800,10_1,7
13_13_9_154,2397,9_2,13_13_10_217,2405,10_5,8
13_13_9_160,2394,9_2,13_13_6_121,2443,6_3,49
13_13_9_161,2407,9_2,13_13_10_230,2421,10_4,14
13_13_9_177,3074,9_2,13_13_6_146,3075,6_0,1
13_15_10_50,1948,10_5,13_15_9_26,1951,9_1,3
13_15_10_95,3311,10_5,13_15_11_23,3315,11_7,4
13_15_11_23,3403,11_7,13_15_10_109,3420,10_1,17
13_15_11_30,3729,11_7,13_15_10_115,3743,10_1,14
13_15_12_25,1453,12_2,13_15_13_35,1465,13_4,12
13_15_12_77,4944,12_2,13_15_13_109,4947,13_8,3
13_15_14_28,2073,14_5,13_15_13_47,2081,13_5,8
13_15_2_12,472,2_2,13_15_3_10,487,3_4,15
13_15_7_122,2782,7_8,13_15_5_54,2819,5_1,37
13_15_7_149,3142,7_8,13_15_5_60,3145,5_1,3
13_15_9_1,139,9_2,13_15_10_9,152,10_1,13
13_17_13_7,600,13_0,13_17_3_14,645,3_3,45
13_17_14_10,1181,14_8,13_17_13_22,1186,13_5,5
13_17_14_72,5742,14_8,13_17_13_112,5748,13_5,6
13_17_2_46,3626,2_5,13_17_4_70,3631,4_7,5
13_17_2_61,5349,2_2,13_17_13_108,5381,13_0,32
13_17_3_24,2388,3_5,13_17_4_38,2396,4_8,8
13_17_3_25,2769,3_5,13_17_2_40,2776,2_1,7
13_17_5_40,2900,5_2,13_17_6_25,2913,6_4,13
13_17_6_4,160,6_5,13_17_7_4,163,7_7,3
13_17_6_7,331,6_8,13_17_7_6,337,7_8,6
13_17_6_31,3956,6_8,13_17_7_63,3957,7_8,1
13_19_14_8,627,14_5,13_19_12_3,628,12_1,1
13_19_5_51,4125,5_2,13_19_6_78,4128,6_5,3
13_19_6_5,1218,6_0,13_19_9_9,1222,9_2,4
13_19_6_24,2814,6_8,13_19_5_30,2815,5_2,1
13_9_10_4,368,10_5,13_9_9_9,372,9_2,4
13_9_13_67,3468,13_8,13_9_14_28,3471,14_8,3
13_9_13_89,5083,13_8,13_9_12_70,5084,12_1,1
13_9_14_52,5275,14_8,13_9_13_93,5282,13_1,7
13_9_2_29,2073,2_5,13_9_4_26,2075,4_7,2
13_9_2_103,5503,2_2,13_9_4_95,5516,4_7,13
13_9_3_2,392,3_3,13_9_14_1,416,14_1,24
13_9_4_3,249,4_5,13_9_2_4,251,2_1,2
13_9_4_45,3274,4_8,13_9_2_45,3278,2_1,4
13_9_4_50,3397,4_5,13_9_2_52,3401,2_1,4
13_9_4_55,3497,4_5,13_9_2_56,3502,2_1,5
13_9_4_67,4411,4_8,13_9_2_82,4414,2_1,3
13_9_4_84,5417,4_5,13_9_2_111,5422,2_1,5
13_9_4_100,5856,4_8,13_9_2_133,5859,2_1,3
13_9_4_109,5872,4_5,13_9_2_137,5876,2_4,4
13_9_6_23,3082,6_8,13_9_4_45,3099,4_6,17
13_9_7_38,2998,7_5,13_9_5_40,3001,5_1,3
14_11_10_82,5767,10_5,14_11_9_61,5771,9_2,4
14_11_13_7,362,13_5,14_11_14_8,369,14_8,7
14_11_14_61,5515,14_8,14_11_13_104,5516,13_5,1
14_11_3_5,197,3_5,14_11_4_6,198,4_8,1
14_11_4_14,1802,4_5,14_11_2_18,1807,2_1,5
14_11_7_15,1117,7_8,14_11_6_24,1126,6_1,9
14_11_7_75,5675,7_1,14_11_8_8,5702,8_6,27
14_11_9_50,5592,9_2,14_11_10_81,5599,10_2,7
14_11_9_54,5646,9_7,14_11_10_86,5662,10_8,16
14_13_10_89,2838,10_5,14_13_9_30,2839,9_2,1
14_13_12_7,180,12_1,14_13_13_5,202,13_1,22
14_13_12_104,4112,12_5,14_13_13_122,4123,13_5,11
14_13_14_19,2522,14_8,14_13_13_72,2531,13_5,9
14_13_14_51,4116,14_8,14_13_13_122,4123,13_5,7
14_13_2_64,1656,2_5,14_13_4_82,1657,4_7,1
14_13_2_66,1658,2_5,14_13_4_83,1660,4_4,2
14_13_3_12,905,3_5,14_13_4_53,907,4_8,2
14_13_4_45,708,4_8,14_13_2_30,713,2_1,5
14_13_4_58,1100,4_5,14_13_2_49,1103,2_2,3
14_13_4_65,1404,4_5,14_13_2_57,1410,2_4,6
14_13_4_76,1696,4_5,14_13_2_83,1701,2_1,5
14_13_4_126,2561,4_8,14_13_3_32,2574,3_4,13
14_13_4_145,3219,4_8,14_13_2_155,3225,2_1,6
14_13_4_158,3389,4_8,14_13_2_184,3390,2_2,1
14_13_4_161,3489,4_8,14_13_2_187,3498,2_1,9
14_13_4_202,5753,4_5,14_13_2_226,5757,2_1,4
14_13_4_211,5976,4_5,14_13_2_232,5979,2_1,3
14_13_5_7,442,5_2,14_13_6_10,443,6_8,1
14_13_5_80,2774,5_2,14_13_6_61,2789,6_4,15
14_13_7_125,3470,7_1,14_13_5_98,3471,5_1,1
14_13_7_164,3685,7_8,14_13_9_44,3734,9_1,49
14_13_9_21,2175,9_2,14_13_10_74,2189,10_2,14
14_13_9_38,3650,9_1,14_13_10_115,3659,10_5,9
14_13_9_56,5111,9_2,14_13_10_150,5113,10_8,2
14_15_10_37,1109,10_5,14_15_9_14,1111,9_2,2
14_15_10_47,1307,10_5,14_15_9_40,1308,9_2,1
14_15_10_80,2322,10_5,14_15_9_47,2324,9_2,2
14_15_11_6,780,11_7,14_15_10_31,795,10_1,15
14_15_11_75,4314,11_7,14_15_10_138,4329,10_5,15
14_15_12_2,31,12_5,14_15_13_5,62,13_1,31
14_15_12_3,67,12_2,14_15_13_11,72,13_5,5
